Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
61	:	1749588668.520	 39148.220	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_61 'manhattan_100_23_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
58	:	1749588667.022	 39659.355	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_58 'manhattan_100_22_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
59	:	1749588667.520	 39939.855	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_59 'manhattan_100_22_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
60	:	1749588668.021	 40299.999	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_60 'manhattan_100_22_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
63	:	1749588669.522	 40335.299	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_63 'manhattan_100_23_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
72	:	1749588674.020	 40563.627	0	527	1	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_72 'manhattan_100_25_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
65	:	1749588670.522	 41156.253	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_65 'manhattan_100_24_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
73	:	1749588674.520	 41185.826	0	527	1	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_73 'manhattan_100_26_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
68	:	1749588672.021	 41292.532	0	527	1	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_68 'manhattan_100_24_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
75	:	1749588675.518	 41591.446	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_75 'manhattan_100_26_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
66	:	1749588671.023	 42082.065	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_66 'manhattan_100_24_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
67	:	1749588671.521	 42267.055	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_67 'manhattan_100_24_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
69	:	1749588672.519	 43143.589	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_69 'manhattan_100_25_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
74	:	1749588675.020	 43180.996	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_74 'manhattan_100_26_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
76	:	1749588676.018	 43813.098	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_76 'manhattan_100_26_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
71	:	1749588673.519	 43923.804	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_71 'manhattan_100_25_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
70	:	1749588673.020	 43948.118	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_70 'manhattan_100_25_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
77	:	1749588676.517	 44054.944	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_77 'manhattan_100_27_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
78	:	1749588677.018	 44562.639	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_78 'manhattan_100_27_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
79	:	1749588677.518	 44571.228	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_79 'manhattan_100_27_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
81	:	1749588678.517	 44942.150	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_81 'manhattan_100_28_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
80	:	1749588678.018	 45246.882	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_80 'manhattan_100_27_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
82	:	1749588679.018	 45674.619	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_82 'manhattan_100_28_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
87	:	1749588681.512	 45891.801	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_87 'manhattan_100_29_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
83	:	1749588679.517	 46057.449	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_83 'manhattan_100_28_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
85	:	1749588680.514	 46162.421	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_85 'manhattan_100_29_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
86	:	1749588681.014	 46485.893	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_86 'manhattan_100_29_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
84	:	1749588680.016	 46651.819	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_84 'manhattan_100_28_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
89	:	1749588682.523	 46698.125	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_89 'manhattan_100_30_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
94	:	1749588685.059	 46997.302	0	527	1	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_94 'manhattan_100_31_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
88	:	1749588682.021	 47577.098	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_88 'manhattan_100_29_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
90	:	1749588683.033	 47722.676	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_90 'manhattan_100_30_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
91	:	1749588683.536	 47775.631	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_91 'manhattan_100_30_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
96	:	1749588686.071	 47796.628	0	527	1	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_96 'manhattan_100_31_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
92	:	1749588684.046	 48659.173	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_92 'manhattan_100_30_5000_0_15_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
93	:	1749588684.549	 49016.550	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_93 'manhattan_100_31_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_10_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
95	:	1749588685.561	 50064.437	0	466	0	0	scripts/queue_job.sh 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART_95 'manhattan_100_31_5000_0_10_False_0_[0.5_1_1.5]_[1_2_3]_20_25.csv' 3600_60_True_True_True_True_True_False.csv 0906_1538_ALGO_PERFORMANCE_FUTURE_PAPER_NO_SHORTCUTS_SECOND_PART
